compound_id,smiles,generation,source,fitness,SA_score,LogP_score,Cycle_score,chromosome,parent1_id,parent2_id
262,CC(C[NH3+])N1C(=O)CCC1c1ccc(F)c([N+](=O)[O-])c1,[3],,-3.0293975649360263,-1.5223057753789275,-1.616856049546789,0.10976425998969036,"[ 1.4075446  -0.06382017  1.0832976   0.613771   -0.08092612  0.6771104
 -0.7281621   1.6127282  -1.2420796   2.6622617  -0.23362279  0.02286102
 -0.6675016  -0.10052608  0.10568702 -0.28803912 -0.10902712 -1.6137823
  0.10424422 -1.9076018   1.4744402   0.73632574 -0.06701277  0.4421206
 -0.82808536 -0.50639546 -1.2288933  -0.35329854  0.02155077  0.9167949
 -1.413255    0.3481815   0.63115466  0.58603    -1.0175114   0.4808422
 -0.86258984 -0.78259706 -1.5441692   1.9987315   0.17481618 -0.92697316
 -1.7592251  -1.0377384  -1.2123077   0.67362857  1.524966   -2.8673685
 -0.5251919  -1.6126916   1.716367    1.7206025  -0.65055335  0.3079423
 -0.12736215  0.0146816  -0.0964427   0.5348463   1.5790288   0.84977007
  1.0992426  -0.5582932  -0.6313823   0.6006961   0.05187165 -0.03702969
  0.1618981   0.12205343  0.1682412   0.663913   -0.08220586 -0.0840654
 -0.2560263   0.1114265   0.08764592 -0.3386723  -0.3939556   0.3575535
  0.15989119 -0.0080573   0.7966747  -0.19782768 -0.03477282 -0.11044367
  0.235347   -0.28256086  0.71284425  0.02500452 -0.09819728  0.14610958
 -0.9598887  -0.2195524  -0.05536513  0.2495355  -0.6351676  -0.20762251
  0.5199604  -0.15981907 -0.33093244  0.08918342  0.64468694 -0.12882507
 -0.0277897   0.17021556  0.02598894  0.4785979   0.6795008  -0.58154655
 -0.03120901  0.0998629   0.42029598 -0.09772488 -1.1865904   0.06501555
 -0.15283579 -1.0589404  -0.15220076  0.54394317  0.33119112 -0.9816571
 -0.4328885   0.11364996 -0.18657073 -0.2915158   0.10517251  0.3909394
  1.2263582  -0.11276169]",71.0,172.0
263,COc1cccc(COCc2cc(C(=O)[O-])ccc2Cl)c1,"[3, 4, 5]",,0.3217383347261206,0.7427278737204437,-0.5307537989840134,0.10976425998969036,"[ 1.6457754  -0.3438074  -0.14906499 -0.6547277  -0.12452638  0.24380833
  0.19775319  1.699004   -0.66656256  0.9979166  -0.64245737 -0.3394056
  0.48991114  0.8042357   1.1948073   0.44406113  0.92294705  0.1992751
  0.51022965 -0.5849097   2.3216662   1.1738161  -0.63736874 -0.33648652
  0.2763577   0.9655502   0.3647622   0.24346824  0.3424505  -0.6248911
  1.2979324   0.2844319  -0.77553606 -0.23775677 -0.08510138  1.2438574
 -1.2874899  -1.5989879  -1.970151   -0.95025754  0.5509216   0.20176524
 -0.29955906  2.0062075   2.115196    1.6097695   0.36918288  2.171814
 -0.44735917  0.51823545 -2.899141    0.37502325 -0.28342184  0.09900455
  2.1863594  -0.7966896   1.0436699   1.829359   -1.7306755   0.22435825
 -0.5480442  -0.9224199   0.3776625  -0.5420104   0.09043764  0.04751022
  0.25470698  2.1891809   0.11105932 -0.15890686  0.05366877  0.4551785
 -1.7183049  -0.40283486 -0.3555891  -0.14423347  0.07029976 -0.5589391
 -0.11457513 -0.66827476  1.3697255   0.00477803  0.06264875 -0.09420405
 -0.93686736 -0.00728928 -0.3821083   0.15611295 -0.30057463  0.47438905
  0.2870189  -0.25604248 -0.16031303  0.03041434  0.45366856 -0.08868793
  0.2228109   0.51211584 -0.03407186 -0.23466274  0.07087912  0.14637555
 -0.03156817  0.24653834 -0.00313264 -1.9158468   0.06284021  0.23340894
  0.5712305  -0.03586541 -1.1567068   0.24471727  0.9316056  -0.45824596
 -0.1224949   0.1855739  -0.33939183  0.4595573  -0.33189487 -0.7129534
  1.1882951   0.09348968  0.14408931 -0.09668472 -0.10364237 -0.06194761
 -1.1957703  -0.7149428 ]",117.0,12.0
264,O=C(C1CCCCC1)n1ccnc1-c1ccccc1,"[3, 4, 5, 6, 7, 8, 9, 10, 11]",,1.6874676834248776,1.068400560096684,0.5093028633385033,0.10976425998969036,"[-0.22442521 -0.06382017 -1.0032868   0.8048002  -0.24208504  0.15678768
 -0.10861978  1.6960503  -0.33192933 -1.7630085   1.1483475  -0.22260672
 -0.95630884 -0.46441746  1.2303255  -0.25113857 -0.09349696 -1.6137823
 -0.325702    0.9783261  -2.897655    0.10987054 -0.05256468 -0.26365232
 -0.13774188 -0.22094989 -0.35473514 -0.05158922 -0.46884266  0.6219251
 -0.6508446   1.5106463  -0.16193807 -0.583168    1.7266079  -0.8071054
 -0.66057193 -1.5356225   0.76952815 -0.34010375  0.03920529  0.72794676
 -0.8112441   0.36880374 -0.59539604 -0.75557566 -0.7137971  -0.49106714
 -0.5251919  -1.0729831  -0.574087    0.50298584  1.4008455   0.30506057
 -0.12736215 -0.22992478 -0.14594969 -0.03488281 -1.5246137   1.1644346
  0.06955504  0.24636304 -1.1253515  -1.0323044   0.6393763  -0.03702969
  0.05791052  0.30002418 -0.31085628  0.74295616  0.02802387 -0.0840654
 -0.65780944 -0.25742012  0.09837533 -0.3386723   0.454073    0.25639144
  0.50433123  1.1003509   1.4467231   0.09358072 -0.25423688  0.02058384
  0.4884843  -0.3324069  -0.82605505  0.20463388 -0.10758178  0.14610958
 -0.9598887  -0.0750282  -0.3859092   0.01642232  0.8924066  -0.07048712
 -0.11013603  0.6883943  -0.33093244  0.14528337 -1.4137661  -0.01550041
 -0.0277897   0.17021556  0.08258715  0.04020151 -0.03639176 -0.9793414
  0.38697264 -0.08145093  0.45419598 -0.10162923  0.2146497   0.1038811
 -0.09617835 -0.1266933  -0.06902629 -1.4149268   0.8220738  -0.9816571
 -0.5067269  -0.04070541  0.1415424  -0.2915158  -0.12568367  0.57623446
  0.35900635 -0.05984356]",29.0,64.0
265,CC(=O)N1CCC=C(C[NH+]2CCC(n3cnc4c(C)cccc4c3=O)CC2)C1,[3],,-2.7099194538844973,-1.2613691260092914,-1.558314587864896,0.10976425998969036,"[-1.6646080e+00  2.3383984e-01 -1.1584368e+00 -1.5460155e+00
 -9.7355895e-02 -1.0373284e+00  1.8446708e+00 -4.1794899e-01
 -3.2516530e-01 -2.1061632e-01  6.7651361e-01 -9.6967697e-01
 -5.3184283e-01  2.9333675e-01  1.9159186e+00 -9.2870778e-01
 -7.0497215e-01 -9.8150223e-01  3.1037408e-01  6.3698009e-02
 -9.5101285e-01  1.3613851e+00 -6.7012772e-02  8.2044601e-01
  2.9089269e-01  2.2653461e-01 -5.1715147e-01  1.4092650e-01
 -6.1716783e-01  6.8436670e-01 -7.7243078e-01  1.6364339e-01
  3.3299324e-01 -3.1960124e-01  8.4099495e-01 -9.0370035e-01
 -1.0949531e-01 -3.8137448e-01  4.6759021e-01  8.0250204e-01
  7.7809787e-01 -6.0357088e-01  2.0513179e+00  3.9163258e-02
 -3.8402814e-01 -1.4050363e-01  1.5249660e+00  1.5080445e+00
 -7.8316844e-01  9.9657381e-01 -9.2777646e-01  2.7071655e-01
 -6.5055335e-01 -3.0451498e+00 -2.9597814e+00 -4.9867943e-02
 -3.1857809e-01  7.5658166e-01  9.0954423e-01 -7.4113810e-01
 -1.4001627e+00 -1.7172707e+00 -1.4975657e+00 -1.1348637e+00
 -7.1095932e-01 -2.2278449e-01 -1.7054275e-01 -3.0694887e-01
  1.5831098e-02  1.6316617e+00 -2.0498973e-01  9.1333732e-02
 -1.4177750e-01  2.6211095e-01  1.3402496e-01 -2.4718940e-03
  5.3678878e-02 -1.4886829e-01  5.7461995e-01  4.0786344e-01
  1.3609151e+00 -1.9782768e-01  3.4504682e-02 -9.0832531e-02
  3.6521927e-01 -9.5028758e-01  3.8443840e-01  2.1179143e-01
 -9.8197281e-02 -1.4481732e-01 -1.7860482e+00  1.4392644e-02
 -1.5071964e-01  3.8526349e-02 -6.3516760e-01  5.0872803e-01
  2.5649458e-01 -2.6023585e-01 -4.9094424e-01 -4.0176314e-01
  6.4468694e-01  4.1365333e-02 -1.9900528e-01  2.2153345e-01
  4.8565306e-02 -3.2294083e-01  7.5439237e-02 -5.8154655e-01
  5.6229949e-01 -8.9097023e-02  4.2029598e-01  1.2564664e-01
 -4.0643543e-02  1.9714618e-01  7.5144619e-02 -6.7243779e-01
  3.7566659e-01 -1.5339157e-01  5.7433808e-01 -1.1293544e-01
 -8.4076202e-01 -2.4736463e-01 -1.8657073e-01  1.5820739e-01
  2.0817518e-03 -2.6693812e-01 -6.6477090e-01 -1.1276169e-01]",49.0,111.0
266,CNC(Cc1nccc(N)n1)C(=O)NN1CCCC1C,[3],,-3.853894648747755,-1.3212420302030385,-2.642416878534407,0.10976425998969036,"[-1.4264584e-02  3.3736140e-01 -5.1309556e-01 -1.6264231e+00
  1.9008420e-01  2.2544312e-01 -5.6316078e-01  5.1071405e-02
 -1.4179870e+00 -1.8051709e-01  3.3372387e-01 -2.0092821e+00
  8.8713342e-01  9.2654305e+00 -9.3304873e-01 -1.9166973e-01
 -8.6812651e-01  1.5701538e-01  2.3709136e-01 -2.3411468e-02
 -1.2852767e+00 -1.3491739e+00  1.3156390e+00  2.0337620e-01
  1.0371277e+00 -1.3960460e+00  3.2652600e+00  4.3007960e+00
 -1.6800455e+00  1.1792431e+00  4.2491776e-01 -8.9191967e-01
 -7.3378539e-01 -4.1978237e-01  9.7456373e-02 -1.8139151e+00
  1.6666520e+00 -2.3864001e-01  1.1940335e+00  1.9451065e+00
  5.9127086e-01 -7.4907660e-01 -1.6661276e+00 -2.9453504e-01
  1.7098874e+00  8.0651528e-01 -1.0351619e+00 -6.5087807e-01
  1.0889834e-01 -4.9301629e+00  6.9658530e-01 -2.0090024e+00
 -2.0575032e+00 -6.3544643e-01 -2.9120085e-01  2.8182107e-01
 -7.8247327e-01 -7.3337233e-01  1.6774656e+00 -3.7148884e-01
  1.8914339e-01  6.5614194e-01  1.4492604e+00 -4.0672928e-01
  6.8267626e-01  5.5116773e-02  3.4508776e-02 -3.8060886e-01
 -7.8433263e-01 -1.3709974e-01 -5.9691336e-02  2.3874746e-01
  5.6175119e-01  1.5143056e-01  5.7207054e-01 -1.2446279e-01
  1.1810660e-04 -1.7513147e-01  5.1503998e-01 -1.4229051e+00
  8.4960252e-01 -3.1703096e-02  1.1091380e-01 -7.5976349e-02
  1.7411675e+00 -1.5840217e-01  2.7997053e-01  3.0810046e-01
  2.8826630e-01 -4.1957760e-01 -5.3608030e-01 -3.6582595e-01
 -3.0894262e-01  9.4717711e-02 -5.2861667e-01 -3.6256716e-01
  3.1869066e-01 -6.6674256e-01  9.7466528e-01  1.1969665e-01
 -1.9526529e-01  1.7619330e-01  1.1266859e-01 -7.7642918e-02
 -4.0890701e-02 -2.5036149e-03  1.3788435e+00 -1.0924721e+00
 -9.4200268e-02 -5.9790201e-02 -2.8519189e-01  1.2444310e-01
  1.9442661e+00  4.8329942e-02  1.3394855e-01  1.4283870e-01
 -2.7755067e-01 -4.6178961e-01 -1.1691632e+00 -7.3888165e-01
 -6.3786978e-01  1.0278087e-02  1.9168462e-01  3.1869248e-02
 -1.2985845e-01 -1.6251980e-01  9.3413812e-01 -2.5067997e-01]",109.0,107.0
267,CN(C(=O)Cn1c(-c2cccnc2)nc2ccccc21)C1CSC(=O)N1CCc1csc(Cl)c1,"[3, 4, 5, 6]",,0.5686591936265901,-1.0105437141188875,1.4694386477557873,0.10976425998969036,"[-2.9991343   2.3543117   1.1023462   0.43313786  0.01875643 -0.7256378
 -0.02578241 -0.9189468  -0.7078134  -1.05361     0.33716226 -1.4495645
 -0.47274646 -0.7173367  -1.2303379  -1.3405273   0.6891229  -0.23918949
  0.6854683   1.7934924   1.4489052   0.75398046 -1.2564602   0.0552102
 -0.31985515  0.7909039  -0.07959646  3.1429496  -0.03362596 -1.943151
 -0.14361185 -2.2584975   0.59662366  0.38784945 -0.05500293 -0.7979314
  0.61621046  1.1997725   0.8748947   1.1301605  -0.8303125  -0.5666272
  0.9969739  -0.45313805  1.0052103  -0.19692236 -1.0747179   0.13884732
  0.52246803  0.27406394  0.6800298  -1.5090175   1.013856    1.1201606
  0.31931224 -0.4901672  -0.81700003 -1.7466986  -1.388591    0.7571919
 -0.18596126  1.5014117   0.6899578   0.42022505  0.57492757  0.31521255
 -0.06608003 -0.19724502 -0.4989733  -0.31081682  0.01258805  0.04279484
  1.81501    -0.2526661  -0.18229118 -0.7235077   1.0098917   0.06853544
  0.41001958  0.53707606  1.653745   -0.39564997  0.62120813  0.10955791
  1.1538144   0.04698288 -0.06903119 -0.19126073  0.1077826   0.61465895
  2.902767    0.15719292 -0.21565202  0.16917983  0.503956   -0.5582168
  0.03349924 -0.25258556  0.01941308  0.44715267 -0.50307095  0.17486776
  0.14346327 -0.07267366  0.05712145 -0.24510232  0.96542674 -1.1208392
 -0.3285128  -0.04421711 -0.7798662   0.03242401 -2.449865   -0.3253687
  0.06101119  0.0606275  -0.7028507  -0.23114577 -0.5653225   0.6570931
  0.823173   -0.14947507 -0.00433543 -0.3521284  -0.2070018   0.06048644
 -0.13634436 -0.15626594]",149.0,122.0
268,CCC1(NC(=O)c2cn(-c3ccccc3)cn2)CCC[NH2+]1,[3],,-3.0777238092173924,-1.5999337576313681,-1.587554311575715,0.10976425998969036,"[-0.25790566 -0.06382017 -0.2780292   0.42873406 -0.1325332   0.15678768
 -0.10861978  0.45702243 -0.12132869  0.16126463  0.533131   -0.22260672
 -0.42018247 -0.03614314  0.83733296  0.35314828 -1.0492554   0.5642462
 -0.6044574   0.27247113 -2.2507083   0.42451057 -0.05256468  0.4421206
  0.2582543  -0.22094989 -2.672586   -0.29946235  0.6298504   1.1249237
 -1.413255    0.3481815   0.47295743 -0.583168   -1.0175114  -0.8071054
 -0.0392772   0.5504465  -0.64865196 -0.34010375  0.21345857  0.23065704
  0.2523807   0.32906526 -0.1834741  -1.0804042   0.97168744  0.12546025
 -0.69754887  0.7241404   2.1949189  -0.14261277  1.9226224  -0.93077534
 -0.12736215 -0.22992478 -0.20344125 -0.03488281  0.8924557   0.8010144
  1.0992426  -0.5582932  -0.9528128  -1.0323044  -0.09091643  0.241195
  0.09301999  0.30002418 -0.48636377  0.95984834 -0.22820719  0.19985004
  0.77953273  0.0118754   0.45737383 -0.3386723  -0.3939556  -0.24381742
  0.6255795  -0.0655726   1.205068   -0.24737075  0.0049087   0.02058384
  1.4819254   0.3118402   0.25436044  0.02500452 -0.10758178 -1.1289662
 -0.35383886 -0.0750282  -0.3859092  -0.2153487   0.7104894  -0.07048712
 -0.3214051   0.6883943   0.19229245  0.14528337  0.42764    -0.01550041
 -0.0277897   0.17021556 -0.15121874  1.1837071   0.5892092  -0.9793414
 -0.01525424 -0.08145093  0.38372552 -0.12953515 -1.1865904  -0.04248971
  0.13144681 -0.6558334   0.37410316  0.42785236 -0.47852725 -1.0611529
  2.4689016   0.11364996  0.20755348 -0.2915158   0.10517251  0.5735607
  0.67479837 -0.02577199]",64.0,45.0
269,CC(C)(Sc1ccc(Cl)cc1)C(=O)NNC(=O)C1CCCO1,[3],,-0.5640635119763959,-0.22694825997864146,-0.4468795119874448,0.10976425998969036,"[ 6.6224629e-01  3.6758152e-01 -8.7582523e-01  7.0523679e-01
 -2.4695745e-01 -2.5720375e+00 -3.8814208e-01 -2.0058444e-01
  2.8202218e-01 -3.5772073e-01  1.9608240e-01  2.2924992e-01
 -6.5592968e-01  9.4901133e-01  4.9363068e-01  7.4460912e-01
  3.2557926e-01  1.3888196e+00  6.8674529e-01 -1.6085157e+00
 -1.4516375e+00  5.9678602e-01 -1.3432844e+00 -5.8878458e-01
  9.3310362e-01 -6.6181260e-01 -1.1946824e+00  2.9555926e-01
 -2.5190270e-01  5.0293601e-01  3.2059148e-01  8.6990613e-01
 -1.6437456e-01 -3.4729399e-02  1.6147320e+00  1.2495665e-01
 -5.3523272e-01 -1.7803221e+00 -1.5249559e+00  2.4352460e-01
  7.1398216e-01 -3.9494425e-01  4.0526786e-01 -2.6154086e-01
 -5.4501426e-01  1.2676167e+00 -6.1832321e-01 -1.3764976e-01
 -6.2387300e-01 -1.1853158e+00  1.0311146e+00  3.6108625e-01
  2.6494485e-01  1.3545977e+00  9.8874396e-01  3.5754344e-01
  1.7137269e+00 -2.3341477e-03 -1.0132797e-01  6.6224861e-01
 -2.7908272e-01  7.1018064e-01  2.1788588e+00 -2.0926596e-01
  9.5665324e-01 -3.4178126e-01  4.1759990e-02  6.6554368e-02
 -1.7078879e-01  3.1644911e-01 -4.5459937e-02 -1.5928274e-01
  4.9102044e-01 -3.1581199e-01 -3.0447966e-01  6.2653407e-02
 -1.4406274e-01  1.4324830e-01 -4.5400846e-01  9.9831395e-02
  1.8625735e+00 -1.8608373e-02 -2.1038890e-01  9.4961457e-02
 -1.1742510e+00 -7.6995152e-01  5.0867301e-01  2.7534389e-01
  2.0930792e-01 -1.9537640e-01 -2.8233483e-01 -2.8907722e-01
  2.3045243e-01  2.0155582e-01  4.0756923e-01 -4.8996624e-01
  7.4343644e-02 -6.4151776e-01 -2.7891010e-01 -1.8275347e-01
  1.6490963e-01 -9.7778931e-02  4.7563214e-02  3.2615951e-01
 -1.4639549e-01 -1.0112782e+00 -4.4060761e-01  5.3025633e-01
  4.6500616e-02  3.6764853e-02 -4.3543182e-02 -2.9081071e-02
 -4.1685247e-01  9.4440836e-01  1.5425000e-01  1.1357659e+00
  7.9522818e-01 -5.2603978e-01 -7.1033466e-01 -1.0862887e+00
  8.6462820e-01 -1.7584729e-01 -1.5303834e-01  2.2235109e-01
  2.3625098e-02  1.8624705e-01  2.2932236e-01 -3.1557226e-01]",106.0,164.0
270,CC(C)COC(=O)C(c1cccnc1)N1CCC(C)CC1,"[3, 4]",,0.23352542081307226,0.17010606938081652,-0.046344908557434616,0.10976425998969036,"[-5.1834023e-01  3.6758152e-01 -1.9080317e+00  7.0523679e-01
 -2.4695745e-01 -2.5720375e+00 -3.8814208e-01 -6.0320342e-01
  2.8202218e-01  5.8396921e-02 -7.0568407e-01  5.8187854e-01
 -2.0330274e-01  5.5553454e-01  4.9363068e-01 -8.5521382e-01
 -2.9515073e-02 -3.5647701e-02 -7.9097748e-03 -7.0300984e-01
 -5.9229541e-01 -2.3211598e+00  5.5054569e-01  1.2133321e-01
 -2.1271846e-01 -5.4142624e-01 -1.1621308e-01  1.2644221e-01
  8.5303301e-01 -5.0668508e-01  3.2059148e-01 -6.7595249e-01
 -1.6437456e-01 -2.2142436e-01 -9.4972610e-02  3.6981559e-01
 -9.8527253e-01 -1.6881276e+00  1.3884432e+00 -1.1762204e+00
  4.7130600e-01  7.6137841e-01  2.9139035e+00  1.0179217e+00
 -7.7936363e-01  1.0879929e+00 -6.1832321e-01  4.2014438e-01
  1.3249080e+00  3.6249912e-01 -1.8016547e+00 -5.6824201e-01
  2.6494485e-01  1.3545977e+00  6.5807021e-01  8.4520936e-01
  1.0406065e-01 -2.3341477e-03  9.3073022e-01  4.9670839e-01
  1.0260149e+00 -3.3339417e-01 -2.4096391e-01  3.0416209e-01
  3.6579970e-01 -1.2086545e-01  1.7703304e-01  6.6554368e-02
  1.2922317e-01 -4.7861555e-01  2.2347115e-01 -1.9960199e-01
  3.4444195e-01  2.1187070e-01  8.0579937e-01  1.0251405e-01
 -1.4406274e-01 -1.2130598e-01 -1.4963162e-01  1.9710386e-01
  8.2720184e-01  1.4189045e-01 -6.9828883e-02 -7.3279157e-02
  5.4079008e-01 -7.6995152e-01  6.2994823e-02  6.9698393e-03
  1.3347001e-01  2.7315927e-01 -2.8233483e-01 -2.1648705e-03
  2.3045243e-01 -1.1505172e-02 -4.0743786e-01  2.1791255e-01
  8.9774594e-02  5.5754989e-01  4.4082575e-02  2.1725248e-01
 -6.1547983e-01 -6.8056144e-02 -3.2050632e-02  1.6873038e-01
  1.1538436e-01 -1.5782381e+00 -2.8782964e-02 -9.2512533e-02
  4.6500616e-02  1.6036771e-02 -1.0335592e+00 -3.7339449e-02
 -3.6696634e-01  9.4440836e-01  1.5557453e-01  2.0518734e-01
  7.9522818e-01  6.0202849e-01 -7.1033466e-01 -1.0862887e+00
  1.1627866e+00  8.0949627e-02 -1.5545365e-01  9.8347917e-02
 -1.5064426e-02 -4.0452206e-01 -6.1631948e-03 -1.5692060e-01]",106.0,136.0
271,CCC(CC)c1ccc(NC(=O)Cc2n[nH]c3ncccc23)cc1,"[3, 4, 5, 6, 7]",,1.5301274953210435,0.7001343692963035,0.7202288660350498,0.10976425998969036,"[ 1.3813368  -0.75428706 -1.4243361   0.29821578 -0.10772639  0.05989282
  0.6081159   0.9052881  -0.5965031  -0.35772073  0.1960824  -0.5106067
  0.9678454   0.9490113  -0.10131274  1.3753889  -0.2753422   0.05762678
  1.0348282   0.33202356  0.39780104 -3.1882176  -0.57465506  0.8442247
 -0.07465786 -0.4728316   0.7892311   0.89617896 -7.2719846   0.9210018
  1.0048826   0.6709644  -2.1313896   0.06876996 -0.5850691   0.5389011
 -1.4374557   8.004579   -0.5301304  -0.26885056  0.71398216 -1.3370837
 -6.036917   -1.2988077  -1.2598767   0.91721493  0.5990777  -1.1887925
 -0.5610153  -0.8092399   0.7234821  -0.8087629   1.7995424  -0.74595094
  0.58988464 -0.81030416  0.7111732  -1.1578141   0.6655957   0.48924142
 -2.3792944  -0.41463876 -0.07830274 -0.87813187  0.02317464 -0.04666955
 -0.15701431  0.18557018  0.44246268 -0.3766207  -0.13454732  0.16939071
  0.03944492 -0.02300911  0.09564887 -0.02309261  0.5728831  -0.16204767
  0.5267624  -0.02332998  1.8625735   0.17392641  0.10843156 -0.02799847
  0.11344383 -0.3040858   0.5136768   0.12021922  0.20930792 -0.1953764
  0.7196412  -0.28907722 -0.24325624  0.07280384 -0.10710873  0.34716916
 -0.07551037 -0.64151776 -0.17338747 -0.18730097 -0.32288456 -0.06232222
  0.09574293  0.23309311  0.05978252 -0.07673494  0.22164541  0.15473527
  0.11903775  0.03676485 -0.24823934  0.08808298 -0.2515325  -0.25403598
  0.11532583  0.72159666  0.3040894   0.08326195 -0.35678348 -0.5143827
  0.81348264 -0.0915968   0.10142714 -0.01205091  0.05131216 -0.7272427
 -0.07590663  0.03156344]",28.0,62.0
272,CCN=C1CCC(NC(=O)CN2CCC([N+](=O)[O-])c3nc(C(F)(F)F)sc32)C1O,[3],,-3.7894950595297265,-2.8733991702146233,-1.0258601493047934,0.10976425998969036,"[-1.42645836e-02  3.37361395e-01  1.38529515e+00 -9.55585003e-01
  1.90084204e-01  1.88695103e-01  6.92102432e-01 -1.31858695e+00
 -3.00355482e+00 -9.16681647e-01 -1.91892219e+00 -8.56643796e-01
  2.81086504e-01  9.26543045e+00  5.69063306e-01  1.73101163e+00
 -1.54468369e+00  5.51717281e-01  1.43164182e+00  6.21242940e-01
  1.53312433e+00  3.18175864e+00 -7.05435574e-01  5.82392931e-01
  1.18808007e+00  5.22665977e-01  8.49538922e-01  3.72885555e-01
  5.54359436e-01 -8.74447227e-01  3.17844152e-01 -1.79294467e+00
 -7.33785391e-01  9.90356922e-01  9.74563733e-02 -1.81391513e+00
  1.26352358e+00 -1.55381203e+00  1.52037394e+00 -9.27607775e-01
 -1.77762938e+00 -3.88633347e+00 -1.09738338e+00  2.13956976e+00
  3.74555618e-01  8.06515276e-01 -1.03516185e+00  4.62263584e+00
 -2.70446569e-01  1.30554235e+00  6.96585298e-01 -2.30302334e+00
 -2.05750322e+00 -1.26946771e+00  3.31049466e+00  1.18160629e+00
 -2.96686649e-01 -7.33372331e-01  1.04974687e+00 -7.25667596e-01
  4.85875815e-01  6.56141937e-01 -4.28833628e+00 -4.06729281e-01
  2.36689180e-01  8.02129880e-02 -7.74554908e-03 -5.07535875e-01
 -7.34557658e-02 -3.32673699e-01 -5.96913360e-02  1.06663026e-01
  5.61751187e-01 -2.84126624e-02  5.72070539e-01  1.46580294e-01
  2.39185914e-01 -3.96535397e-01  5.15039980e-01  2.62730718e-01
  8.49602520e-01 -3.17030959e-02  1.10913798e-01 -7.28157759e-02
  4.88041937e-01  6.96248651e-01 -6.74914062e-01  9.52429399e-02
  2.88266301e-01 -4.19577599e-01 -5.36080301e-01 -1.63667381e-01
 -3.08942616e-01 -2.49118328e-01  7.94502318e-01 -3.62567157e-01
  3.37357402e-01 -2.83602059e-01 -4.49502133e-02  1.42198533e-01
 -4.28756714e-01 -6.25603348e-02  8.81953835e-02  3.91660929e-02
 -4.08907011e-02  5.00259161e-01  1.59734294e-01  9.14463520e-01
 -8.69036973e-01 -5.02953939e-02 -1.99483633e-01 -6.55068606e-02
 -5.02193868e-01  5.41271150e-01  1.71131805e-01  1.42838702e-01
 -2.77550668e-01  9.91526961e-01  5.96679747e-03 -4.62705791e-02
 -5.75021267e-01  1.02780871e-02 -1.60445958e-01  1.40608400e-02
 -2.09011957e-02  1.23632118e-01  3.52943897e-01 -8.79575983e-02]",2.0,109.0
273,CC(Nc1ccc2[nH]c(=S)[nH]c(=O)c2c1)c1ccccc1,"[3, 4, 5, 6, 7, 8]",,0.9459672411496627,0.336054972991798,0.5001480081681743,0.10976425998969036,"[ 9.1200638e-01 -7.6412922e-01 -2.8567320e-01  3.7099653e-01
 -3.6839202e-02  7.6741695e-01  3.1369305e-01 -1.9306571e+00
 -4.5535892e-01  1.2875870e+00 -4.6631297e-01 -6.9703954e-01
  1.2610724e+00 -3.2869270e-01  5.0305176e-01 -4.7532642e-01
 -1.2936281e+00  8.7241316e-01  3.5418999e-01  9.0660650e-01
 -1.8364341e+00  7.3914397e-01 -5.2617830e-01 -2.7134922e-01
 -3.5576367e-01 -6.6068411e-01 -2.9770989e+00  7.8811949e-01
 -1.2839208e+00 -3.0456570e-01 -7.1840030e-01  1.9597845e+00
 -2.1029294e-02  5.4619300e-01  2.7835393e+00  4.1944790e-01
  8.7664479e-01  1.5506123e+00 -2.2803023e+00 -1.4116198e-01
  6.9737613e-01  5.9436667e-01  4.3427700e-01  3.9344057e-01
 -3.8290846e-01 -1.3858294e+00 -6.2250262e-01  2.6248875e+00
 -1.2217264e-01 -4.5229250e-01  3.0410546e-01  1.7010071e+00
 -2.0569298e-01  4.7082576e-01 -7.3727345e-01 -1.3810635e-02
  1.0599608e+00 -1.3603315e-01 -8.0467504e-01  3.6434788e-01
  3.5166308e-01  4.6243683e-01  1.7127278e+00  1.4711778e+00
 -2.3013273e-01 -9.1636293e-02  2.4051888e-02 -2.5249445e-01
  2.4126509e-01 -7.9165244e-01 -2.9267408e-02  8.6021341e-02
  3.2052246e-01 -5.5819720e-02  9.9027984e-02 -9.8558664e-02
 -9.5881402e-02  4.8124347e-02  2.6296183e-02  1.0107837e-01
  1.0963176e+00  2.5562793e-02 -7.1799383e-02 -6.1951764e-02
  3.8126385e-01  3.6967970e-02 -1.2827586e-01 -4.1165909e-01
 -1.0768272e-02 -1.6727388e-02 -2.0487753e-01 -4.8844162e-02
 -1.4721362e-01 -6.0173050e-02 -1.8074503e+00 -1.3834552e-01
  4.8223719e-02  8.8942535e-02 -1.5598075e-01  1.0957784e-01
  2.0011453e-01  4.9661472e-03  7.8141941e-03  1.1614874e-01
 -1.3358693e-02  1.6408917e-01  1.5562966e+00 -5.2074826e-01
  8.7424666e-03  6.2221095e-02  4.9264222e-02  1.8475762e-02
  9.4150680e-01  6.0832232e-02 -1.3906136e-03 -3.7496454e-01
  2.9696643e-01 -1.0662320e-01 -7.7519864e-02 -5.0140119e-01
 -1.7177808e-01  6.9143668e-02 -4.4398971e-02 -8.8848025e-02
 -2.0541370e-02 -5.8978772e-01  2.2091502e-01 -1.7554671e-01]",5.0,42.0
